BastionM,Covenant EyesM,CreativeCloudM,DashlaneM,RaptrM,SplashM,SpotifyM
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
--,0,0,0,0,0,0
--,0,--,0,0,0,0
--,0,--,0,0,0,0
--,0,--,0,0,0,0
--,0,--,0,0,0,0
--,0,--,0,0,0,0
--,0,--,0,0,0,0
--,--,--,0,0,0,0
--,--,--,0,0,0,0
--,--,--,0,0,0,0
--,--,--,0,0,0,0
--,--,--,0,0,0,0
--,--,--,0,0,0,0
--,--,--,0,0,--,0
--,--,--,0,0,--,0
--,--,--,0,0,--,0
--,--,--,0,0,--,0
--,--,--,0,0,--,0
--,--,--,0,0,--,--
--,--,--,0,0,--,--
--,--,--,0,0,--,--
--,--,--,0,0,--,--
